1, 05:31, 1.40
1, 06:00, 1.40
1, 07:00, 1.32
1, 08:00, 1.24
1, 09:00, 1.15
1, 10:00, 1.07
1, 10:53, 1.00
1, 11:00, 1.00
1, 12:00, 1.08
1, 13:00, 1.16
1, 14:00, 1.24
1, 15:00, 1.32
1, 15:59, 1.40
1, 16:00, 1.40
1, 17:00, 1.20
1, 18:00, 1.00
1, 19:00, 0.80
1, 20:00, 0.60
1, 21:00, 0.40
1, 22:00, 0.20
1, 22:59, 0.00
1, 06:08, 1.50
1, 07:00, 1.50
1, 08:00, 1.34
1, 09:00, 1.18
1, 10:00, 1.02
1, 11:00, 0.86
1, 11:58, 0.70
1, 12:00, 0.70
1, 13:00, 0.83
1, 14:00, 0.96
1, 15:00, 1.09
1, 16:00, 1.23
1, 17:00, 1.36
1, 17:20, 1.40
1, 18:00, 1.40
1, 19:00, 1.18
1, 20:00, 0.96
1, 21:00, 0.74
1, 22:00, 0.52
1, 23:00, 0.30
1, 23:53, 0.10
1, 06:42, 1.60
1, 07:00, 1.60
1, 08:00, 1.41
1, 09:00, 1.23
1, 10:00, 1.04
1, 11:00, 0.85
1, 12:00, 0.67
1, 12:53, 0.50
1, 13:00, 0.50
1, 14:00, 0.66
1, 15:00, 0.82
1, 16:00, 0.98
1, 17:00, 1.14
1, 18:00, 1.30
1, 18:37, 1.40
1, 19:00, 1.40
1, 20:00, 0.94
1, 21:00, 0.47
1, 22:00, 0.01
2, 22:01, 0.00
2, 05:31, 1.40
2, 06:00, 1.40
2, 07:00, 1.32
2, 08:00, 1.24
2, 09:00, 1.15
2, 10:00, 1.07
2, 10:53, 1.00
2, 11:00, 1.00
2, 12:00, 1.08
2, 13:00, 1.16
2, 14:00, 1.24
2, 15:00, 1.32
2, 15:59, 1.40
2, 16:00, 1.40
2, 17:00, 1.20
2, 18:00, 1.00
2, 19:00, 0.80
2, 20:00, 0.60
2, 21:00, 0.40
2, 22:00, 0.20
2, 22:59, 0.00
2, 06:08, 1.50
2, 07:00, 1.50
2, 08:00, 1.34
2, 09:00, 1.18
2, 10:00, 1.02
2, 11:00, 0.86
2, 11:58, 0.70
2, 12:00, 0.70
2, 13:00, 0.83
2, 14:00, 0.96
2, 15:00, 1.09
2, 16:00, 1.23
2, 17:00, 1.36
2, 17:20, 1.40
2, 18:00, 1.40
2, 19:00, 1.18
2, 20:00, 0.96
2, 21:00, 0.74
2, 22:00, 0.52
2, 23:00, 0.30
2, 23:53, 0.10
2, 06:42, 1.60
2, 07:00, 1.60
2, 08:00, 1.41
2, 09:00, 1.23
2, 10:00, 1.04
2, 11:00, 0.85
2, 12:00, 0.67
2, 12:53, 0.50
2, 13:00, 0.50
2, 14:00, 0.66
2, 15:00, 0.82
2, 16:00, 0.98
2, 17:00, 1.14
2, 18:00, 1.30
2, 18:37, 1.40
2, 19:00, 1.40
2, 20:00, 1.10
2, 21:00, 0.80
2, 22:00, 0.50
2, 23:00, 0.20
3, 23:41, 0.00
3, 05:31, 1.50
3, 06:00, 1.50
3, 07:00, 1.42
3, 08:00, 1.35
3, 09:00, 1.27
3, 10:00, 1.19
3, 11:00, 1.12
3, 12:00, 1.04
3, 12:33, 1.00
3, 13:00, 1.00
3, 14:00, 1.17
3, 15:00, 1.34
3, 15:59, 1.50
3, 00:39, 0.00
3, 01:00, 0.00
3, 02:00, 0.31
3, 03:00, 0.62
3, 04:00, 0.94
3, 05:00, 1.25
3, 06:00, 1.56
3, 06:08, 1.60
3, 07:00, 1.60
3, 08:00, 1.46
3, 09:00, 1.33
3, 10:00, 1.19
3, 11:00, 1.06
3, 12:00, 0.92
3, 13:00, 0.79
3, 13:38, 0.70
3, 14:00, 0.70
3, 15:00, 0.94
3, 16:00, 1.18
3, 17:00, 1.42
3, 17:20, 1.50
